type	modified	license	rightsholder	accessrights	bibliographiccitation	references	institutionid	collectionid	datasetid	institutioncode	collectioncode	datasetname	basisofrecord	informationwithheld	datageneralizations	dynamicproperties	occurrenceid	catalognumber	recordnumber	recordedby	individualcount	sex	lifestage	reproductivecondition	behavior	establishmentmeans	occurrencestatus	preparations	disposition	associatedmedia	associatedreferences	associatedsequences	associatedtaxa	othercatalognumbers	occurrenceremarks	organismid	organismname	organismscope	associatedoccurrences	associatedorganisms	previousidentifications	organismremarks	materialsampleid	eventid	fieldnumber	eventdate	eventtime	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	habitat	samplingprotocol	samplingeffort	fieldnotes	eventremarks	locationid	highergeographyid	highergeography	continent	waterbody	islandgroup	island	country	countrycode	stateprovince	county	municipality	locality	verbatimlocality	minimumelevationinmeters	maximumelevationinmeters	verbatimelevation	minimumdepthinmeters	maximumdepthinmeters	verbatimdepth	minimumdistanceabovesurfaceinmeters	maximumdistanceabovesurfaceinmeters	locationaccordingto	locationremarks	decimallatitude	decimallongitude	geodeticdatum	coordinateuncertaintyinmeters	coordinateprecision	verbatimcoordinates	verbatimlatitude	verbatimlongitude	verbatimcoordinatesystem	verbatimsrs	footprintwkt	footprintsrs	georeferencedby	georeferenceddate	georeferenceprotocol	georeferencesources	georeferenceverificationstatus	georeferenceremarks	geologicalcontextid	earliesteonorlowesteonothem	latesteonorhighesteonothem	earliesteraorlowesterathem	latesteraorhighesterathem	earliestperiodorlowestsystem	latestperiodorhighestsystem	earliestepochorlowestseries	latestepochorhighestseries	earliestageorloweststage	latestageorhigheststage	lowestbiostratigraphiczone	highestbiostratigraphiczone	lithostratigraphicterms	group	formation	member	bed	identificationid	identificationqualifier	typestatus	identifiedby	dateidentified	identificationreferences	identificationverificationstatus	identificationremarks	scientificnameid	namepublishedinid	scientificname	acceptednameusage	originalnameusage	namepublishedin	namepublishedinyear	higherclassification	kingdom	phylum	class	order	family	genus	subgenus	specificepithet	infraspecificepithet	taxonrank	verbatimtaxonrank	scientificnameauthorship	vernacularname	nomenclaturalcode	taxonomicstatus	taxonremarks	lengthinmm	lengthtype	lengthunitsinferred	massing	massunitsinferred	underivedlifestage	underivedsex	dataset_url	dataset_citation	gbifdatasetid	gbifpublisherid	dataset_contact_email	dataset_contact	dataset_pubdate	lastindexed	migrator_version	hasmedia	hastissue	wascaptive	isfossil	vntype	haslength
PhysicalObject		CC0			"National Museum of Natural History, Smithsonian Institution. NMNH Mammals. Record ID: http://n2t.net/ark:/65665/3efb3a70b-496f-40cb-af9e-de6c56ea538c. Source: http://collections.nmnh.si.edu/ipt/resource?r=nmnh_extant_dwc-a (source published on 2015-01-26)"	http://portal.vertnet.org/o/usnm/mammals?id=http-n2t-net-ark-65665-3efb3a70b-496f-40cb-af9e-de6c56ea538c				USNM	Mammals		PreservedSpecimen				http://n2t.net/ark:/65665/3efb3a70b-496f-40cb-af9e-de6c56ea538c	28495	896	C. Streator	1	male						Skin; Skull																		1891-06-05		156	156	1891	6	5	5 Jun 1891								"North America, United States, Idaho"	North America				United States		Idaho			Mullan																																																										Urocitellus columbianus columbianus					"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Rodentia, Sciuromorpha, Sciuridae, Xerinae"	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus	subspecies													Male		"National Museum of Natural History, Smithsonian Institution. NMNH Mammals. Source: http://collections.nmnh.si.edu/ipt/resource?r=nmnh_extant_dwc-a (source published on 2015-01-26)"	5df38344-b821-49c2-8174-cf0f29f4df0d-Mammals	bc092ff0-02e4-11dc-991f-b8a03c50a862	orrellt@si.edu	Thomas Orrell	1/26/2015	1/27/2017	no migrator	0	0	0	0	specimen	0
PhysicalObject		CC0			"National Museum of Natural History, Smithsonian Institution. NMNH Mammals. Record ID: http://n2t.net/ark:/65665/3f057bb28-fc5a-49fd-9609-2cc715fdd410. Source: http://collections.nmnh.si.edu/ipt/resource?r=nmnh_extant_dwc-a (source published on 2015-01-26)"	http://portal.vertnet.org/o/usnm/mammals?id=http-n2t-net-ark-65665-3f057bb28-fc5a-49fd-9609-2cc715fdd410				USNM	Mammals		PreservedSpecimen				http://n2t.net/ark:/65665/3f057bb28-fc5a-49fd-9609-2cc715fdd410	170681	151	S. Jewett	1	male						Skin; Skull																		6/14/1910		165	165	1910	6	14	14-Jun-10								"North America, United States, Idaho"	North America				United States		Idaho			Idaho City																																																										Urocitellus columbianus columbianus					"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Rodentia, Sciuromorpha, Sciuridae, Xerinae"	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus	subspecies													Male		"National Museum of Natural History, Smithsonian Institution. NMNH Mammals. Source: http://collections.nmnh.si.edu/ipt/resource?r=nmnh_extant_dwc-a (source published on 2015-01-26)"	5df38344-b821-49c2-8174-cf0f29f4df0d-Mammals	bc092ff0-02e4-11dc-991f-b8a03c50a862	orrellt@si.edu	Thomas Orrell	1/26/2015	1/27/2017	no migrator	0	0	0	0	specimen	0
PhysicalObject		CC0			"National Museum of Natural History, Smithsonian Institution. NMNH Mammals. Record ID: http://n2t.net/ark:/65665/3f067b036-0eac-4a55-85c8-1ea1730acbc9. Source: http://collections.nmnh.si.edu/ipt/resource?r=nmnh_extant_dwc-a (source published on 2015-01-26)"	http://portal.vertnet.org/o/usnm/mammals?id=http-n2t-net-ark-65665-3f067b036-0eac-4a55-85c8-1ea1730acbc9				USNM	Mammals		PreservedSpecimen				http://n2t.net/ark:/65665/3f067b036-0eac-4a55-85c8-1ea1730acbc9	208461	2182	S. Jewett	1	female						Skin; Skull																		7/25/1915		206	206	1915	7	25	25-Jul-15								"North America, United States, Oregon"	North America				United States		Oregon			Dixie Butte																																																										Urocitellus columbianus ruficaudus					"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Rodentia, Sciuromorpha, Sciuridae, Xerinae"	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	ruficaudus	subspecies													Female		"National Museum of Natural History, Smithsonian Institution. NMNH Mammals. Source: http://collections.nmnh.si.edu/ipt/resource?r=nmnh_extant_dwc-a (source published on 2015-01-26)"	5df38344-b821-49c2-8174-cf0f29f4df0d-Mammals	bc092ff0-02e4-11dc-991f-b8a03c50a862	orrellt@si.edu	Thomas Orrell	1/26/2015	1/27/2017	no migrator	0	0	0	0	specimen	0
PhysicalObject		CC0			"National Museum of Natural History, Smithsonian Institution. NMNH Mammals. Record ID: http://n2t.net/ark:/65665/3f6acc61d-abda-4d82-82e1-01d308ee9bfc. Source: http://collections.nmnh.si.edu/ipt/resource?r=nmnh_extant_dwc-a (source published on 2015-01-26)"	http://portal.vertnet.org/o/usnm/mammals?id=http-n2t-net-ark-65665-3f6acc61d-abda-4d82-82e1-01d308ee9bfc				USNM	Mammals		PreservedSpecimen				http://n2t.net/ark:/65665/3f6acc61d-abda-4d82-82e1-01d308ee9bfc	232287	1347	G. Cantwell	1	female						Skin; Skull																		6/23/1919		174	174	1919	6	23	23-Jun-19								"North America, United States, Washington, Asotin County"	North America				United States		Washington	Asotin County		Anatone		1006																																																								Urocitellus columbianus ruficaudus					"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Rodentia, Sciuromorpha, Sciuridae, Xerinae"	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	ruficaudus	subspecies													Female		"National Museum of Natural History, Smithsonian Institution. NMNH Mammals. Source: http://collections.nmnh.si.edu/ipt/resource?r=nmnh_extant_dwc-a (source published on 2015-01-26)"	5df38344-b821-49c2-8174-cf0f29f4df0d-Mammals	bc092ff0-02e4-11dc-991f-b8a03c50a862	orrellt@si.edu	Thomas Orrell	1/26/2015	1/27/2017	no migrator	0	0	0	0	specimen	0
PhysicalObject		CC0			"National Museum of Natural History, Smithsonian Institution. NMNH Mammals. Record ID: http://n2t.net/ark:/65665/3f77e2d02-d97a-4604-ba6a-529db691a1d6. Source: http://collections.nmnh.si.edu/ipt/resource?r=nmnh_extant_dwc-a (source published on 2015-01-26)"	http://portal.vertnet.org/o/usnm/mammals?id=http-n2t-net-ark-65665-3f77e2d02-d97a-4604-ba6a-529db691a1d6				USNM	Mammals		PreservedSpecimen				http://n2t.net/ark:/65665/3f77e2d02-d97a-4604-ba6a-529db691a1d6	170118	229	S. Jewett	1	male						Skull																		7/14/1910		195	195	1910	7	14	14-Jul-10								"North America, United States, Idaho"	North America				United States		Idaho			"Galena, 30 Mi N Of Ketchum"																																																										Urocitellus columbianus columbianus					"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Rodentia, Sciuromorpha, Sciuridae, Xerinae"	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus	subspecies													Male		"National Museum of Natural History, Smithsonian Institution. NMNH Mammals. Source: http://collections.nmnh.si.edu/ipt/resource?r=nmnh_extant_dwc-a (source published on 2015-01-26)"	5df38344-b821-49c2-8174-cf0f29f4df0d-Mammals	bc092ff0-02e4-11dc-991f-b8a03c50a862	orrellt@si.edu	Thomas Orrell	1/26/2015	1/27/2017	no migrator	0	0	0	0	specimen	0
PhysicalObject		CC0			"National Museum of Natural History, Smithsonian Institution. NMNH Mammals. Record ID: http://n2t.net/ark:/65665/3f7a40cc3-2934-4bab-a8f7-4bb0bfa276d8. Source: http://collections.nmnh.si.edu/ipt/resource?r=nmnh_extant_dwc-a (source published on 2015-01-26)"	http://portal.vertnet.org/o/usnm/mammals?id=http-n2t-net-ark-65665-3f7a40cc3-2934-4bab-a8f7-4bb0bfa276d8				USNM	Mammals		PreservedSpecimen				http://n2t.net/ark:/65665/3f7a40cc3-2934-4bab-a8f7-4bb0bfa276d8	208470	2346	S. Jewett	1	male						Skin; Skull																		9/1/1915		244	244	1915	9	1	1-Sep-15								"North America, United States, Oregon"	North America				United States		Oregon			Cornucopia																																																										Urocitellus columbianus ruficaudus					"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Rodentia, Sciuromorpha, Sciuridae, Xerinae"	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	ruficaudus	subspecies													Male		"National Museum of Natural History, Smithsonian Institution. NMNH Mammals. Source: http://collections.nmnh.si.edu/ipt/resource?r=nmnh_extant_dwc-a (source published on 2015-01-26)"	5df38344-b821-49c2-8174-cf0f29f4df0d-Mammals	bc092ff0-02e4-11dc-991f-b8a03c50a862	orrellt@si.edu	Thomas Orrell	1/26/2015	1/27/2017	no migrator	0	0	0	0	specimen	0
PhysicalObject		CC0			"National Museum of Natural History, Smithsonian Institution. NMNH Mammals. Record ID: http://n2t.net/ark:/65665/3ffd7f171-0e8e-4652-a447-cd0b1425ae9c. Source: http://collections.nmnh.si.edu/ipt/resource?r=nmnh_extant_dwc-a (source published on 2015-01-26)"	http://portal.vertnet.org/o/usnm/mammals?id=http-n2t-net-ark-65665-3ffd7f171-0e8e-4652-a447-cd0b1425ae9c				USNM	Mammals		PreservedSpecimen				http://n2t.net/ark:/65665/3ffd7f171-0e8e-4652-a447-cd0b1425ae9c	208471	2367	S. Jewett	1	female						Skin; Skull																		9/3/1915		246	246	1915	9	3	3-Sep-15								"North America, United States, Oregon"	North America				United States		Oregon			Cornucopia																																																										Urocitellus columbianus ruficaudus					"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Rodentia, Sciuromorpha, Sciuridae, Xerinae"	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	ruficaudus	subspecies													Female		"National Museum of Natural History, Smithsonian Institution. NMNH Mammals. Source: http://collections.nmnh.si.edu/ipt/resource?r=nmnh_extant_dwc-a (source published on 2015-01-26)"	5df38344-b821-49c2-8174-cf0f29f4df0d-Mammals	bc092ff0-02e4-11dc-991f-b8a03c50a862	orrellt@si.edu	Thomas Orrell	1/26/2015	1/27/2017	no migrator	0	0	0	0	specimen	0
PhysicalObject	2016-12-30T14:14:17.000Z	http://creativecommons.org/publicdomain/zero/1.0/	Yale Peabody Museum of Natural History	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	"Yale Peabody Museum. Vertebrate Zoology Division - Mammalogy, Yale Peabody Museum. Record ID: urn:uuid:5c64b241-11c1-462b-91cc-13adbbbc955d. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam (source published on 2016-11-05)"	http://collections.peabody.yale.edu/search/Record/YPM-MAM-002893				YPM	VZ		PreservedSpecimen				urn:uuid:5c64b241-11c1-462b-91cc-13adbbbc955d	YPM MAM 002893			1	male						"skin, round; skeleton (skull only)"			||				Audit notes by PFW: Received and frozen 6/2000; number 2893; male						Urocitellus columbianus columbianus|Spermophilus columbianus columbianus|Citellus columbianus				R145	7/17/1964		199	199	1964	7	17	7/17/1964								North America; USA; Montana; Flathead County	North America				USA		Montana	Flathead County		Mt. Aeneas																																																										Urocitellus columbianus columbianus					Animalia; Chordata; Vertebrata; Amniota; Mammalia; Theriiformes-----Theria-Placentalia-Epitheria; Preptotheria-Anagalida-Simplicidentata; Rodentia; Sciuromorpha; Sciurida; Sciuridae	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus	Subspecies		"(Ord, 1815)"	Columbian Ground Squirrel; chipmunks; squirrels; rodents; mammals; vertebrates; chordates; animals	ICZN									male		"Yale Peabody Museum. Vertebrate Zoology Division - Mammalogy, Yale Peabody Museum. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam (source published on 2016-11-05)"	854f602e-f762-11e1-a439-00145eb45e9a	2e167bb0-4441-11db-9ba2-b8a03c50a862	lawrence.gall@yale.edu	Larry Gall	11/5/2016	1/23/2017	no migrator	0	0	0	0	specimen	0
PhysicalObject	2016-12-30T14:14:17.000Z	http://creativecommons.org/publicdomain/zero/1.0/	Yale Peabody Museum of Natural History	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	"Yale Peabody Museum. Vertebrate Zoology Division - Mammalogy, Yale Peabody Museum. Record ID: urn:uuid:777288ab-44c2-44a8-ab5d-b5d21e6b1d2e. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam (source published on 2016-11-05)"	http://collections.peabody.yale.edu/search/Record/YPM-MAM-003902				YPM	VZ		PreservedSpecimen				urn:uuid:777288ab-44c2-44a8-ab5d-b5d21e6b1d2e	YPM MAM 003902			1	male						"skin, round; skeleton (skull only)"			||				number 3902; male						Urocitellus columbianus columbianus|Spermophilus columbianus columbianus|Citellus columbianus				R234	7/26/1965		207	207	1965	7	26	7/26/1965								North America; Canada; Alberta; Jasper National Park	North America				Canada		Alberta		Jasper National Park	0.5 mile NW of Cottonwood Campground																																																										Urocitellus columbianus columbianus					Animalia; Chordata; Vertebrata; Amniota; Mammalia; Theriiformes-----Theria-Placentalia-Epitheria; Preptotheria-Anagalida-Simplicidentata; Rodentia; Sciuromorpha; Sciurida; Sciuridae	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus	Subspecies		"(Ord, 1815)"	Columbian Ground Squirrel; chipmunks; squirrels; rodents; mammals; vertebrates; chordates; animals	ICZN									male		"Yale Peabody Museum. Vertebrate Zoology Division - Mammalogy, Yale Peabody Museum. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam (source published on 2016-11-05)"	854f602e-f762-11e1-a439-00145eb45e9a	2e167bb0-4441-11db-9ba2-b8a03c50a862	lawrence.gall@yale.edu	Larry Gall	11/5/2016	1/23/2017	no migrator	0	0	0	0	specimen	0
PhysicalObject	2016-12-30T14:14:17.000Z	http://creativecommons.org/publicdomain/zero/1.0/	Yale Peabody Museum of Natural History	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	"Yale Peabody Museum. Vertebrate Zoology Division - Mammalogy, Yale Peabody Museum. Record ID: urn:uuid:9f82a2cd-650e-4201-89c2-356adcf21a85. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam (source published on 2016-11-05)"	http://collections.peabody.yale.edu/search/Record/YPM-MAM-002894				YPM	VZ		PreservedSpecimen				urn:uuid:9f82a2cd-650e-4201-89c2-356adcf21a85	YPM MAM 002894			1	male						"skin, round; skeleton (skull only)"			||				number 2894; male						Urocitellus columbianus columbianus|Spermophilus columbianus columbianus|Citellus columbianus				R146	7/17/1964		199	199	1964	7	17	7/17/1964								North America; USA; Montana; Flathead County	North America				USA		Montana	Flathead County		Mt. Aeneas																																																										Urocitellus columbianus columbianus					Animalia; Chordata; Vertebrata; Amniota; Mammalia; Theriiformes-----Theria-Placentalia-Epitheria; Preptotheria-Anagalida-Simplicidentata; Rodentia; Sciuromorpha; Sciurida; Sciuridae	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus	Subspecies		"(Ord, 1815)"	Columbian Ground Squirrel; chipmunks; squirrels; rodents; mammals; vertebrates; chordates; animals	ICZN									male		"Yale Peabody Museum. Vertebrate Zoology Division - Mammalogy, Yale Peabody Museum. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam (source published on 2016-11-05)"	854f602e-f762-11e1-a439-00145eb45e9a	2e167bb0-4441-11db-9ba2-b8a03c50a862	lawrence.gall@yale.edu	Larry Gall	11/5/2016	1/23/2017	no migrator	0	0	0	0	specimen	0
PhysicalObject	2016-12-30T14:14:17.000Z	http://creativecommons.org/publicdomain/zero/1.0/	Yale Peabody Museum of Natural History	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	"Yale Peabody Museum. Vertebrate Zoology Division - Mammalogy, Yale Peabody Museum. Record ID: urn:uuid:a95ab93d-a461-4c4b-90ec-664228787b45. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam (source published on 2016-11-05)"	http://collections.peabody.yale.edu/search/Record/YPM-MAM-014318				YPM	VZ		PreservedSpecimen				urn:uuid:a95ab93d-a461-4c4b-90ec-664228787b45	YPM MAM 014318			1	female						skeleton (skull only)			|			R889	number 14318; female; original catalog number R889						Urocitellus columbianus columbianus|Spermophilus columbianus columbianus					7/17/1964		199	199	1964	7	17	7/17/1964								North America; USA; Montana; Flathead County	North America				USA		Montana	Flathead County		Mt. Aeneas																																																										Urocitellus columbianus columbianus					Animalia; Chordata; Vertebrata; Amniota; Mammalia; Theriiformes-----Theria-Placentalia-Epitheria; Preptotheria-Anagalida-Simplicidentata; Rodentia; Sciuromorpha; Sciurida; Sciuridae	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus	Subspecies		"(Ord, 1815)"	Columbian Ground Squirrel; chipmunks; squirrels; rodents; mammals; vertebrates; chordates; animals	ICZN									female		"Yale Peabody Museum. Vertebrate Zoology Division - Mammalogy, Yale Peabody Museum. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam (source published on 2016-11-05)"	854f602e-f762-11e1-a439-00145eb45e9a	2e167bb0-4441-11db-9ba2-b8a03c50a862	lawrence.gall@yale.edu	Larry Gall	11/5/2016	1/23/2017	no migrator	0	0	0	0	specimen	0
PhysicalObject	2016-12-30T14:14:17.000Z	http://creativecommons.org/publicdomain/zero/1.0/	Yale Peabody Museum of Natural History	"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"	"Yale Peabody Museum. Vertebrate Zoology Division - Mammalogy, Yale Peabody Museum. Record ID: urn:uuid:addaecf8-27d7-448b-a91b-2bdfed08fe35. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam (source published on 2016-11-05)"	http://collections.peabody.yale.edu/search/Record/YPM-MAM-000532				YPM	VZ		PreservedSpecimen				urn:uuid:addaecf8-27d7-448b-a91b-2bdfed08fe35	YPM MAM 000532			1	male						"skin, round"			||			11754	number 532; male; original catalog number 11754						Urocitellus columbianus columbianus|Spermophilus columbianus columbianus|Citellus columbianus					8/23/1935		235	235	1935	8	23	8/23/1935																																																																												Urocitellus columbianus columbianus					Animalia; Chordata; Vertebrata; Amniota; Mammalia; Theriiformes-----Theria-Placentalia-Epitheria; Preptotheria-Anagalida-Simplicidentata; Rodentia; Sciuromorpha; Sciurida; Sciuridae	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus	Subspecies		"(Ord, 1815)"	Columbian Ground Squirrel; chipmunks; squirrels; rodents; mammals; vertebrates; chordates; animals	ICZN									male		"Yale Peabody Museum. Vertebrate Zoology Division - Mammalogy, Yale Peabody Museum. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam (source published on 2016-11-05)"	854f602e-f762-11e1-a439-00145eb45e9a	2e167bb0-4441-11db-9ba2-b8a03c50a862	lawrence.gall@yale.edu	Larry Gall	11/5/2016	1/23/2017	no migrator	0	0	0	0	specimen	0
PhysicalObject	4/12/2015	CC0		http://vertnet.org/resources/norms.html	Fort Hays Sternberg Museum of Natural History. FHSM Mammals Collection. Record ID: fba9b006-100b-11e3-9860-4cd443d04e13. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=fhsm_mammals (source published on 2015-05-12)	http://portal.vertnet.org/o/fhsm/fhsm-m?id=fba9b006-100b-11e3-9860-4cd443d04e13	http://grbio.org/cool/5bc7-5n0c			FHSM	FHSM-M	Fort Hays Sternberg Museum Mammalogy Collection	PreservedSpecimen				fba9b006-100b-11e3-9860-4cd443d04e13	4061		UNKNOWN							present	SS - 1																		8/2/1964		215	215	1964	8	2	8/2/1964								North America | USA | Washington | Asotin |  |  |  |	North America				United States	US	Washington	Asotin		"1 MI N, 10 MI W ANTONE"	North America | USA | WASHINGTON | ASOTIN																											requires verification																														Spermophilus columbianus					| RODENTIA | SCIURIDAE | UROCITELLUS	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Spermophilus		columbianus		species				ICZN											Fort Hays Sternberg Museum of Natural History. FHSM Mammals Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=fhsm_mammals (source published on 2015-05-12)	84e6e5f8-f762-11e1-a439-00145eb45e9a	976af1e0-ca25-11da-bfed-b8a03c50a862	cjschmidt@fhsu.edu	Curtis Schmidt	5/12/2015	7/22/2016	4/8/2015	0	0	0	0	specimen	0
PhysicalObject	36:20.0	CC0		http://vertnet.org/resources/norms.html	Illinois State Museum. ISM Mammalogy Collection. Record ID: 292af2c3-e11e-4198-8959-7df0ec6dcecc. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=ism_mammals (source published on 2016-10-31)	http://portal.vertnet.org/o/ism/ism-mammals?id=292af2c3-e11e-4198-8959-7df0ec6dcecc	http://biocol.org/urn:lsid:biocol.org:col:35004			ISM	ISM-Mammals		PreservedSpecimen				292af2c3-e11e-4198-8959-7df0ec6dcecc	619618									present	skin - 1																	LNB 1469	7/28/1975		209	209	1975	7	28	28-Jul-75																																																																												Urocitellus columbianus					Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Urocitellus	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		species				ICZN											Illinois State Museum. ISM Mammalogy Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=ism_mammals (source published on 2016-10-31)	07e9980a-a9f6-4a35-9df6-26371459e570	b0e368b3-da4b-45ff-8d24-12ffd422bc38	mjmahoney@museum.state.il.us	Meredith Mahoney	10/31/2016	11/7/2016	9/27/2016	0	0	0	0	specimen	0
PhysicalObject	34:25.0	CC0		http://vertnet.org/resources/norms.html	Illinois State Museum. ISM Mammalogy Collection. Record ID: 440f22a7-34c4-4e3f-abbd-e5c524380b42. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=ism_mammals (source published on 2016-10-31)	http://portal.vertnet.org/o/ism/ism-mammals?id=440f22a7-34c4-4e3f-abbd-e5c524380b42	http://biocol.org/urn:lsid:biocol.org:col:35004			ISM	ISM-Mammals		PreservedSpecimen				440f22a7-34c4-4e3f-abbd-e5c524380b42	616975		"Brown, L."							present	skin - 1																		6/26/1960		178	178	1960	6	26	26-Jun-60								NORTH AMERICA | UNITED STATES | MONTANA | LAKE |  |  |  |	North America				United States	US	Montana	Lake		Flathead Lake	North America | United States | Montana | Lake																																																									Urocitellus columbianus					Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Urocitellus	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		species				ICZN											Illinois State Museum. ISM Mammalogy Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=ism_mammals (source published on 2016-10-31)	07e9980a-a9f6-4a35-9df6-26371459e570	b0e368b3-da4b-45ff-8d24-12ffd422bc38	mjmahoney@museum.state.il.us	Meredith Mahoney	10/31/2016	11/7/2016	9/27/2016	0	0	0	0	specimen	0
PhysicalObject	33:43.0	CC0		http://vertnet.org/resources/norms.html	Illinois State Museum. ISM Mammalogy Collection. Record ID: 8539ca6e-e800-4e7e-a1a0-390b1a014602. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=ism_mammals (source published on 2016-10-31)	http://portal.vertnet.org/o/ism/ism-mammals?id=8539ca6e-e800-4e7e-a1a0-390b1a014602	http://biocol.org/urn:lsid:biocol.org:col:35004			ISM	ISM-Mammals		PreservedSpecimen				8539ca6e-e800-4e7e-a1a0-390b1a014602	616973		"Palmer, J."							present	skin - 1																	JOP 4	7/15/1975		196	196	1975	7	15	15-Jul-75								North America | United States | Montana | Flathead |  |  |  |	North America				United States	US	Montana	Flathead		"15 mi S Big Fork, Sun Valley (?)"	North America | United States | Montana | Flathead																																																									Urocitellus columbianus					Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Urocitellus	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		species				ICZN											Illinois State Museum. ISM Mammalogy Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=ism_mammals (source published on 2016-10-31)	07e9980a-a9f6-4a35-9df6-26371459e570	b0e368b3-da4b-45ff-8d24-12ffd422bc38	mjmahoney@museum.state.il.us	Meredith Mahoney	10/31/2016	11/7/2016	9/27/2016	0	0	0	0	specimen	0
